id,date,year,semester,era,kind,sentiment,sentiment_label,emoji,tone_intensity,primary_topic_label,topic_tag_labels,entities,target_short,sender_short,snippet,text_full
8481,2013-09-23,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.4,"Transit, buses & mobility","Streets, traffic & pedestrian safety | Transit, buses & mobility | Parking, towing & cars | Community service & mutual aid",Harrisonburg Transit,the cars,a fellow driver,"A ""did-you-miss-the-glaring-red-sign?"" dart to the cars that flew by a school bus stop sign and almost hit a kid on Reservoir Street. From a fellow driver who knows wherever you w…","A ""did-you-miss-the-glaring-red-sign?"" dart to the cars that flew by a school bus stop sign and almost hit a kid on Reservoir Street. From a fellow driver who knows wherever you were going could have waited a minute or two."
8473,2013-09-23,2013,Fall,2010–2019,PAT,1,pat / praise,👏,0.45,"Housing, landlords & apartment life","Streets, traffic & pedestrian safety | Transit, buses & mobility | Housing, landlords & apartment life",Harrisonburg Transit,the Yellow Line bus driver,a senior,"An ""it’s-people-like-you-who-make-this-place-so-great"" pat to the Yellow Line bus driver who disregarded his route and drove me to my apartment complex on Saturday just to be kind…","An ""it’s-people-like-you-who-make-this-place-so-great"" pat to the Yellow Line bus driver who disregarded his route and drove me to my apartment complex on Saturday just to be kind. From a senior who truly appreciated the gesture and will pay it forward."
8498,2013-09-30,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Police, public safety & city services",Harrisonburg | Main Street | Harrisonburg Police,the Harrisonburg Police Department,someone,"An ""I-hope-it-was-worth-it"" dart to the Harrisonburg Police Department for continuing a high-speed chase down South Main Street. From someone who’s glad you didn’t kill a student.","An ""I-hope-it-was-worth-it"" dart to the Harrisonburg Police Department for continuing a high-speed chase down South Main Street. From someone who’s glad you didn’t kill a student."
8505,2013-10-03,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.39,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety",Main Street,the South Main crosswalk,a student,"An ""I-am-going-to-die-here"" dart to the South Main crosswalk for taking 80 years to change to the walk sign. From a student who understands now why people make a run for it.","An ""I-am-going-to-die-here"" dart to the South Main crosswalk for taking 80 years to change to the walk sign. From a student who understands now why people make a run for it."
8514,2013-10-03,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.36,"Housing, landlords & apartment life","Housing, landlords & apartment life",,the people,a disturbed and sleep-deprived resident,"A ""you-don’t-even-go-here"" dart to the people who started a fight outside of my apartment. From a disturbed and sleep-deprived resident.","A ""you-don’t-even-go-here"" dart to the people who started a fight outside of my apartment. From a disturbed and sleep-deprived resident."
8523,2013-10-07,2013,Fall,2010–2019,PAT,1,pat / praise,👏,0.38,"Housing, landlords & apartment life","Housing, landlords & apartment life | Local businesses & restaurants",,Jeremiah from Court Square Coffee,a junior,"A ""you-are-a-glorious-human-being"" pat to Jeremiah from Court Square Coffee who gave my roommate and I free pumpkin scones after we thought you had closed up shop. From a junior w…","A ""you-are-a-glorious-human-being"" pat to Jeremiah from Court Square Coffee who gave my roommate and I free pumpkin scones after we thought you had closed up shop. From a junior who is always taken aback by your kindness and can’t wait to go back and see you."
8522,2013-10-07,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Parking, towing & cars","Parking, towing & cars",,the woman,a student,"A ""calm-down"" dart to the woman who called me a ""dumb b----"" because I was a little too far over when she was pulling into the North 38 parking lot. From a student who was having…","A ""calm-down"" dart to the woman who called me a ""dumb b----"" because I was a little too far over when she was pulling into the North 38 parking lot. From a student who was having a bad enough day as it was."
8556,2013-10-14,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Housing, landlords & apartment life","Streets, traffic & pedestrian safety | Parking, towing & cars | Housing, landlords & apartment life",South View,all of the people,a resident,"A ""go-back-to-driver’s-ed"" dart to all of the people in South View who don’t know how to park. From a resident who’s polite enough to only take up one parking spot instead of two.","A ""go-back-to-driver’s-ed"" dart to all of the people in South View who don’t know how to park. From a resident who’s polite enough to only take up one parking spot instead of two."
8559,2013-10-14,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Housing, landlords & apartment life","Police, public safety & city services | Housing, landlords & apartment life | Neighbors, parties & student behavior",South View,whoever,one of the many disgruntled residents,"A ""that’s-a-party-foul"" dart to whoever pulled the fire alarm at South View on Friday night. From one of the many disgruntled residents who had to listen to the alarm for almost a…","A ""that’s-a-party-foul"" dart to whoever pulled the fire alarm at South View on Friday night. From one of the many disgruntled residents who had to listen to the alarm for almost an hour just so you could have a laugh."
8562,2013-10-17,2013,Fall,2010–2019,PAT,1,pat / praise,👏,0.37,"Parking, towing & cars","Parking, towing & cars | Housing, landlords & apartment life | Neighbors, parties & student behavior",South View,the woman,an out-of-stater,"A ""you-are-a-life-saver"" pat to the woman who found my wallet in the South View parking lot this past weekend. From an out-of-stater who doesn’t know how she would have gotten a n…","A ""you-are-a-life-saver"" pat to the woman who found my wallet in the South View parking lot this past weekend. From an out-of-stater who doesn’t know how she would have gotten a new license if you didn’t find it."
8566,2013-10-17,2013,Fall,2010–2019,PAT,1,pat / praise,👏,0.39,Local businesses & restaurants,Local businesses & restaurants,,the workers,a grad student,"A ""thanks-for-not-judging-me-too-hard"" pat to the workers of Billy Jack’s. From a grad student who loves the pumpkin ales and the ambience your bar provides.","A ""thanks-for-not-judging-me-too-hard"" pat to the workers of Billy Jack’s. From a grad student who loves the pumpkin ales and the ambience your bar provides."
8583,2013-10-21,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.42,"Housing, landlords & apartment life","Transit, buses & mobility | Police, public safety & city services | Housing, landlords & apartment life | Civic identity, media & reputation",Harrisonburg Transit | Pheasant Run,the bus,a student,"A ""where’d-you-go-I-miss-you-so"" dart to the bus that used to run from Pheasant Run to Copper Beach. From a student who doesn’t want to jump through rings of fire to visit her fri…","A ""where’d-you-go-I-miss-you-so"" dart to the bus that used to run from Pheasant Run to Copper Beach. From a student who doesn’t want to jump through rings of fire to visit her friends across town."
8597,2013-10-24,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Housing, landlords & apartment life","Housing, landlords & apartment life | Neighbors, parties & student behavior | Local businesses & restaurants",South View,the women,a hard-working college student,"A ""learn-some-respect"" dart to the women in South View who never tip when I deliver food to them. From a hard-working college student who recommends not biting the hand that feeds…","A ""learn-some-respect"" dart to the women in South View who never tip when I deliver food to them. From a hard-working college student who recommends not biting the hand that feeds you."
8608,2013-10-28,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.37,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety",,the young woman,a fellow cyclist,"A ""you’re-giving-bikers-a-bad-name"" dart to the young woman who rode her bike down Reservoir Street in the dark with no helmet or rear light and said she ""wasn’t worried about it.…","A ""you’re-giving-bikers-a-bad-name"" dart to the young woman who rode her bike down Reservoir Street in the dark with no helmet or rear light and said she ""wasn’t worried about it."" From a fellow cyclist who cares."
8650,2013-11-04,2013,Fall,2010–2019,PAT,1,pat / praise,👏,0.39,"Police, public safety & city services","Police, public safety & city services | Neighbors, parties & student behavior | Civic identity, media & reputation",Harrisonburg | JMU | Harrisonburg Police,the Harrisonburg Police Department,a news editor,"An ""I-know-it-isn’t-easy"" pat to the Harrisonburg Police Department for protecting the students of JMU. From a news editor who enjoyed talking to some of the officers over the wee…","An ""I-know-it-isn’t-easy"" pat to the Harrisonburg Police Department for protecting the students of JMU. From a news editor who enjoyed talking to some of the officers over the weekend."
8665,2013-11-07,2013,Fall,2010–2019,DART,-1,dart / criticism,🎯,0.48,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Campus edge, construction & expansion",JMU,whoever,"all JMU students, faculty and staff","A ""thanks-for-not-doing-anything-again"" dart to whoever is in charge of the ""sacred"" JMU gates when another accident on I-81 caused traffic to be re-routed onto Rt. 11. From all J…","A ""thanks-for-not-doing-anything-again"" dart to whoever is in charge of the ""sacred"" JMU gates when another accident on I-81 caused traffic to be re-routed onto Rt. 11. From all JMU students, faculty and staff who would have appreciated more options when trying to exit campus on Monday."
8658,2013-11-07,2013,Fall,2010–2019,PAT,1,pat / praise,👏,0.4,Local businesses & restaurants,"Streets, traffic & pedestrian safety | Local businesses & restaurants",,Mr. J's Bagels and Deli,a bagel-loving senior,"A ""you-all-are-so-awesome"" pat to the employees at Mr. J’s Bagels and Deli on South High Street for filling so many orders on Sunday morning. From a bagel-loving senior who will w…","A ""you-all-are-so-awesome"" pat to the employees at Mr. J’s Bagels and Deli on South High Street for filling so many orders on Sunday morning. From a bagel-loving senior who will wait an hour for your bagels any day."
